111122 11 1 1 2 2 4800 6868.44680851064 
121933 12 1 9 3 3 3650 7651.84210526316 
39825 3 9 8 2 5 4550 6908.77 
144552 14 4 5 5 2 2700 9600.84210526316 
113745 11 3 7 4 5 3650 7251.62921348315 
115733 11 5 7 3 3 3800 6946.12765957447 
83313 8 3 3 1 3 5000 6373.40336134454 
109132 10 9 1 3 2 4000 7057.4375 
65944 6 5 9 4 4 3850 6175.68345323741 
39241 3 9 2 4 1 4800 6630.70297029703 
48552 4 8 5 5 2 4150 5799.21804511278 
76631 7 6 6 3 1 4800 5778.77931034483 
58911 5 8 9 1 1 5050 6059.62121212121 
66741 6 6 7 4 1 4050 5695.74305555556 
135331 13 5 3 3 1 3600 8334.71698113207 
144723 14 4 7 2 3 3000 10160.2432432432 
63334 6 3 3 3 4 4600 5567.85333333333 
88311 8 8 3 1 1 4400 6161.12598425197 
114545 11 4 5 4 5 3650 6989.04444444444 
89833 8 9 8 3 3 3550 7020.25742574257 
61535 6 1 5 3 5 4800 5770.25675675676 
92822 9 2 8 2 2 4250 6501 
29941 2 9 9 4 1 4900 7254.48453608247 
144545 14 4 5 4 5 2650 10546.6756756757 
85744 8 5 7 4 4 4000 6086.70078740157 
